46178	psoriasis	1	6
60275	Skin_disease	1	6
16406	Nevus	1	6
52160	frambesia	1	6
46120	Erythroderma	1	6
17408	Furunculosis	1	6
55669	nephritis	1	6
33080	seborrhea	1	6
33662	SLs	1	6
25416	exanthems	1	6
13864	exanthema	1	6
32793	neurofibromatosis	1	6
53295	skin_disorders	1	6
9897	dermatoses	1	6
41198	acanthosis_nigricans	1	6
25075	Hyperpigmentation	1	6
1872	Psoriasis	1	6
61223	skin_disease	1	6
2680	Scleredema	1	6
11720	skin_disorder	1	6
55147	ADA-SCID	1	6
41767	systemic	1	6
55944	Von_Recklinghausen's_disease	1	6
50174	Acanthosis	1	6
25480	Skin_disorders	1	6
24084	Severe_combined_immunodeficiency	1	6
16201	bruises	1	6
58404	Renal_insufficiency	1	6
55308	melanism	1	6
27477	hyperpigmentation	1	6
55976	Systemic	1	6
26647	Dermatoses	1	6
19614	blistering	1	6
25889	renal_disorder	1	6
47888	Meiosis	1	5
41327	Transition	1	5
12145	TNS	1	5
33119	CHROMOSOMES	1	5
3297	AIMS	1	5
6162	inferiority	1	5
36580	Ruptures	1	5
45291	drowsiness	1	5
59290	Prematurity	1	5
34393	Infestation	1	5
36838	KS	1	5
37685	well-being	1	5
6034	dependences	1	5
31864	ME	1	5
41914	Deficiency	1	5
6955	prematurity	1	5
59869	tumor_suppressor_genes	1	5
48733	black	1	5
9770	AIMSS	1	5
54025	Dependencies	1	5
44829	Consciousness	1	5
34019	Echinococcosis	1	5
17823	hydatid_disease	1	5
17602	TNSs	1	5
9025	Hyalinization	1	5
34652	infestations	1	5
31776	lethargy	1	5
33721	Oklahoma	1	5
49830	hydatidosis	1	5
46671	ID	1	5
45660	hyalinization	1	5
20753	Hypotonia	1	5
40616	dentate_nucleus	1	5
44059	isolation	1	5
30434	RISS	1	5
48866	flexures	1	5
30751	dependencies	1	5
16440	premature_labour	1	5
42316	excitation	1	5
44449	OBJECTIVE	1	5
15971	SD	1	5
37999	CHROMATIN	1	5
22755	deprivations	1	5
29136	AIMs	1	5
1168	separation	1	5
19516	weakness	1	5
26887	Hydatidosis	1	5
29764	VTs	1	5
28467	sexual_desire	1	5
5374	OBJECTIVES	1	5
40476	SELF	1	5
12175	neurons	1	5
55797	encephalomeningitis	1	4
9971	Cellulitis	1	4
41002	thrombocytopenia	1	4
23990	intracranial_aneurysms	1	4
50505	scleritis	1	4
20488	Chorioretinitis	1	4
30933	vulvovaginitis	1	4
58698	Vasculitis	1	4
16688	Cholangitis	1	4
35627	otitis	1	4
61647	Gastroenteritis	1	4
41191	Bronchiolitis	1	4
16593	Meningitis	1	4
15702	Iritis	1	4
48808	Atopic_Dermatitis	1	4
47672	gargoylism	1	4
55817	carditis	1	4
61499	encephalomyelitis	1	4
13069	Aortic_aneurysm	1	4
9781	Atopic_eczema	1	4
9533	inflammatory_disease	1	4
28084	Aortic_aneurysms	1	4
42890	viral_pneumonia	1	4
23196	dengue	1	4
22733	inflammatory_diseases	1	4
4580	Sore_throat	1	4
6484	Erysipelas	1	4
57612	Tonsillitis	1	4
62996	Aortitis	1	4
13610	Pharyngitis	1	4
61552	Takayasu's_arteritis	1	4
53855	Pyelitis	1	4
61015	hydrarthrosis	1	4
50961	PIDS	1	4
61227	Bursitis	1	4
60471	tetralogy_of_Fallot	1	4
33501	Erythroblastosis	1	4
31312	Atopic_Eczema	1	4
24512	folliculitis	1	4
19429	Folliculitis	1	4
11248	vesicular_stomatitis	1	4
38483	rheumatic_fever	1	4
62907	pneumocystis_pneumonia	1	4
8832	Vesicular_stomatitis	1	4
50461	NEC	1	4
17816	Reiter's_disease	1	4
18792	radiculitis	1	4
22667	Glossitis	1	4
51302	thalassemias	1	4
53000	Carditis	1	4
24416	NECs	1	4
35523	pyelitis	1	4
44272	Guillain-Barre_syndrome	1	4
39199	esophagitis	1	4
14221	proctitis	1	4
2163	Cerebral_Aneurysms	1	4
25786	Guillain-Barre_Syndrome	1	4
35740	Necrotizing_enterocolitis	1	4
12972	Pneumocystis_pneumonia	1	4
31139	Lassa_fever	1	4
23218	pneumonitis	1	4
37451	Acne	1	4
41408	osteitis_deformans	1	4
31641	Dengue	1	4
27881	Inflammatory_Bowel_Diseases	1	4
11565	pneumonic	1	4
9528	PIDs	1	4
9006	Sialadenitis	1	4
54785	Aspiration_pneumonia	1	4
15931	peritonitis	1	4
13578	Cerebral_aneurysms	1	4
57371	Banti's_disease	1	4
7035	aortitis	1	4
33937	Oesophagitis	1	4
14704	chronic_bronchitis	1	4
17509	tabes_dorsalis	1	4
29196	Inflammatory_bowel_disease	1	4
39383	oesophagitis	1	4
37833	necrotizing_enterocolitis	1	4
38032	Hepatocellular_Carcinomas	1	7
35137	Prostate_Cancer	1	7
24153	Leukaemias	1	7
57093	prostatic_adenocarcinomas	1	7
43701	Oral_Cancer	1	7
44282	colon_cancers	1	7
60080	seminoma	1	7
48731	acute_leukemia	1	7
11189	Adenocarcinoma	1	7
17121	embryonal_carcinoma	1	7
19335	HEPATOCELLULAR_CARCINOMA	1	7
59956	Lymphomas	1	7
5125	colon_cancer	1	7
36752	hepatocellular_carcinomas	1	7
8595	skin_cancers	1	7
59087	carcinogenic	1	7
45066	Breast_cancers	1	7
28221	lung_cancers	1	7
33359	ADENOCARCINOMA	1	7
32657	embryonal_carcinomas	1	7
31539	prostate_cancer	1	7
5659	hematochezia	1	7
35830	Acute_leukemia	1	7
61905	endometrial_cancers	1	7
30084	lymphoma	1	7
29881	seminomas	1	7
52060	hepatocellular_carcinoma	1	7
2391	SEMINOMA	1	7
12719	Lung_cancer	1	7
45545	Hepatoma	1	7
5385	Lymphoma	1	7
62301	squamous_cell_carcinoma	1	7
35403	Carcinoma_in_situ	1	7
39681	Small_Cell_Carcinoma	1	7
11981	quadriplegics	1	3
36724	GIT	1	3
21400	passiveness	1	3
62607	bitterness	1	3
6847	paretic	1	3
30044	colds	1	3
39910	MVPS	1	3
11275	CHOICE	1	3
5923	Epileptics	1	3
1470	writers	1	3
2464	COLD	1	3
56495	Alcoholic	1	3
10669	hairiness	1	3
52424	Psychotic	1	3
36122	rates	1	3
13487	athlete	1	3
53579	SUM	1	3
56163	PCs	1	3
5811	epileptics	1	3
10329	articulators	1	3
41740	quadriplegic	1	3
8177	CHAp	1	3
7178	OAF	1	3
59895	hemiplegic	1	3
34890	medical	1	3
24947	Obsessive-compulsive	1	3
24465	MEDICAL	1	3
35890	ALCOHOLIC	1	3
37974	DJS	1	3
32939	Infectious_Diseases	1	3
55298	Kp	1	3
26177	Infectious_diseases	1	3
37797	Parkinson's_diseases	1	2
43992	neurasthenia	1	2
45569	central_nervous_system	1	2
40942	meralgia	1	2
51630	ataxia	1	2
15899	neurosyphilis	1	2
40153	Tay-Sachs	1	2
46535	generalized_epilepsy	1	2
25040	midbrain	1	2
46056	Parkinson's	1	2
21763	Amyotrophic_Lateral_Sclerosis	1	2
48641	status_epilepticus	1	2
22445	Status_Epilepticus	1	2
44494	Brain_damage	1	2
25266	Neurological_Diseases	1	2
22484	encephalon	1	2
1694	Chest_pain	1	2
35350	neuroscience	1	2
62249	cerebellum	1	2
17023	dementias	1	2
58005	proctalgia	1	2
36496	phobic_disorders	1	2
45706	dyskinesia	1	2
9158	CNs	1	2
24514	brain_damages	1	2
25528	brain	1	2
56307	Epilepsies	1	2
46227	colic	1	2
42526	brain_damage	1	2
49789	glossodynia	1	2
30446	phobias	1	2
29264	neuromas	1	2
6436	chest_pains	1	2
52988	Brain_Disease	1	2
5263	brain_diseases	1	2
53215	hereditary_cerebellar_ataxia	1	2
20947	glossalgia	1	2
23478	ganglion	1	2
20021	insanity	1	2
17317	regurgitation	1	0
27849	septal_defects	1	0
24864	splanchnic_nerves	1	0
30907	rheumatic_heart_disease	1	0
13949	right_atrium	1	0
41361	valvular_heart_diseases	1	0
42358	pulmonary_circulation	1	0
19436	angioma	1	0
20714	hemangiomas	1	0
32146	Cardiac_Arrhythmias	1	0
59416	HEPARIN	1	0
11058	cephalic_vein	1	0
52795	Angiomas	1	0
32595	Valvular_heart_disease	1	0
382	hypertrophic_cardiomyopathies	1	0
34376	Lymphangioma	1	0
31230	mitral_valve_stenosis	1	0
7551	malignant_hypertension	1	0
20106	Rheumatic_Heart_Disease	1	0
48934	HYPOTENSION	1	0
30117	MYOCARDIAL_INFARCTION	1	0
20027	Myocardial_infarcts	1	0
9070	clubbing	1	0
55229	heart_diseases	1	0
2893	cardiopathies	1	0
52222	Cardiovascular_disease	1	0
23932	Coronary_Heart_Disease	1	0
16950	Heart_Disease	1	0
5213	Rheumatic_heart_disease	1	0
62712	arteriosclerosis_obliterans	1	0
38771	Rosacea	1	0
9298	vena_cava	1	0
13433	Valvular_heart_diseases	1	0
62883	Diabetic_retinopathy	1	0
13099	coronary_artery_bypass_graft	1	0
52716	Cardiac_arrhythmias	1	0
1590	Heart_disease	1	0
23827	vascular	1	0
18201	septal_defect	1	0
41276	cardiovascular	1	0
9489	carotid_artery	1	0
45510	angiitis	1	0
54362	portal_vein	1	0
42278	aneurysms	1	0
21764	extrasystole	1	0
38063	Heart_Diseases	1	0
34949	hemangioma	1	0
62085	Aortic_stenosis	1	0
57178	morphea	1	0
36356	Mitral_Stenosis	1	0
37172	Myocardial_infarctions	1	0
10051	petechia	1	0
28140	athlete's_heart	1	0
52918	Petechiae	1	0
48568	circle_of_Willis	1	0
48245	abdominal_aorta	1	0
42542	tubules	1	1
28203	referred_pain	1	1
5412	Cushing's_disease	1	1
28722	breasts	1	1
57448	amniotic_cavity	1	1
13617	Hypoadrenocorticism	1	1
31924	hyperparathyroidism	1	1
12129	aldosteronism	1	1
6652	healing	1	1
18726	Decubitus	1	1
11222	convalescence	1	1
6225	metastasize	1	1
21594	LIT	1	1
53781	monoamine_oxidase	1	1
38904	Hips	1	1
13144	helminthiasis	1	1
16168	Trematodes	1	1
51684	Tourette's_Syndrome	1	1
20854	renal_artery	1	1
4773	strain	1	1
53077	HIPS	1	1
56666	hyperadrenocorticism	1	1
23820	rapid	1	1
46276	Gilles_de_la_Tourette_Syndrome	1	1
12375	Helminthiasis	1	1
25802	Healing	1	1
62531	magnetic_field	1	1
40736	rubbing	1	1
31472	mesial	1	1
30321	quadriceps_femoris	1	1
15932	Hypothermia	1	1
38991	HEALING	1	1
15628	Adrenocortical	1	1
34245	sweating	1	1
40793	extensor	1	1
8593	SARI	1	1
36458	EM	1	1
55492	Trematode	1	1
33145	malformation	1	1
30135	hypoparathyroidism	1	1
719	Hyperparathyroidism	1	1
34817	Cushing's_Disease	1	1
